# Id	IsActive	CategoryId	SubCategoryId	Code	ShortDescription	LongDescription	MostPopular	NumberOfInstallationExamples	DrawingUrl	ImageFilename	DrawingFilename	CategoryCD
aa213629-28a7-4266-8200-efd713bab29d	1	b310069e-4533-4d66-b880-07fbc6e420fc	9d953b3c-1389-4ff2-bdd2-ffb35defa9c7	CB4523	Internally-Fixtured Standoff Nutplate	MATERIALS: Baseplate materials include Glass/Epoxy and Carbon/Epoxy Thermoset and Glass and Carbon filled PEI Thermoplastic. Nut is A-286 Stainless Steel with dry film lubrication. Optional epoxy primer on baseplate bonding surface.	0	0		cb4523.jpg	CB4523.pdf	nutplates
acd1d462-f043-4807-a91b-359d28a8ced3	1	b310069e-4533-4d66-b880-07fbc6e420fc	ee12a451-dd40-4d73-ade8-caab44244821	CB4009	Two-Lug Bracket-Retained Nutplate	Two-lug nutplate with composite baseplate and bracket-retained nut element, for weight-critical applications or where stringent CTE matching is required. Supplied with integral elastic installation fixture. Fixture simplifies nutplate installation by providing bondline clamp-up and maintenance of concentricity with the fastener hole, ensuring full availability of nut float and protection of threads from adhesive.	0	0		cb4009.jpg	cb4009.pdf	nutplates
ae6f0d7c-08e6-4ec8-849b-bc13e7995b02	1	b310069e-4533-4d66-b880-07fbc6e420fc	954edef4-3913-4a87-8c51-ad6896207ae2	CN609	Two Lug, Clip Retained	CN609 nutplate has a removable clip for nut replacement and can be ordered in sizes ranging from 8/32" to 5/16-18" with a nut and baseplate material of A-286 CRES. This CN609 nutplate can be ordered in metric sizes.	1	0		cn609.gif	cn609.pdf	nutplates
b7ec32b7-b503-495c-b5f9-1fd07315d37d	1	b310069e-4533-4d66-b880-07fbc6e420fc	ee12a451-dd40-4d73-ade8-caab44244821	CB4023	Standoff Mount	This nutplate is a great way to add a nutplate in a raised position to secure components on uneven surfaces or to clear existing structures. 	1	0		cb4023.gif	cb4023.pdf	nutplates
b9abc795-0eae-44b0-b842-6e4fc1dddc00	1	b310069e-4533-4d66-b880-07fbc6e420fc	954edef4-3913-4a87-8c51-ad6896207ae2	CB8009	Two-Lug Clip-Retained Nutplate	MATERIALS: Standard baseplate is A-286 Stainless Steel, with Aluminum and Anodized Aluminum optionally available. Nut retention clip is 302 Stainless Steel or ARMCO 18-2 MN Stainless Steel. Standard nut element is A-286 Stainless Steel with copper plate and dry film lubrication. Alternatively, cadmium or silver-plated nut is available. Optional epoxy primer on bonding surface of baseplate.  FEATURES: Thread lock performance and nut strength per NASM25027 for steel and titanium bolts. Optional enhanced 50-cycle reuse with steel / stainless steel bolts (vs. 15 cycle standard per NASM25027). Nut and thread form compliant with AS8879. Non-locking and high-reuse nut element optionally available.	0	0		cb8009.jpg	CB8009.pdf	nutplates
bef8b72d-55d6-4526-82fe-00d6f1b1099c	1	b310069e-4533-4d66-b880-07fbc6e420fc	7e1c77e9-07ac-4cb7-89e6-6b3e81a55a7f	CN610	Two Lug, Sealed Dome, floating	Dome nutplates work well in fuel tanks and with antenna installations. 	1	0		cn610.gif	cn610.pdf	nutplates
d7156369-5614-42a0-a1d2-137a390791cc	1	b310069e-4533-4d66-b880-07fbc6e420fc	954edef4-3913-4a87-8c51-ad6896207ae2	CB6014	Miniature Fold-Over Nutplate	MATERIALS: Baseplate is A-286 Stainless Steel. Nut element is A-286 Stainless Steel with dry film lubrication. Alternatively, cadmium-plated nut is available. Epoxy primer standard on bonding surface of baseplate. FEATURES: Thread lock performance and nut strength per NASM25027 and thread form compliant with AS8879. Non-locking nut element optionally available.	0	0		cb6014.jpg	CB6014.pdf	nutplates
d9e17b47-f096-4288-897a-82aaafcac771	1	b310069e-4533-4d66-b880-07fbc6e420fc	954edef4-3913-4a87-8c51-ad6896207ae2	CB6009	Two-Lug Clip-Retained Nutplate	MATERIALS: Standard baseplate is A-286 Stainless Steel, with Aluminum and Anodized Aluminum optionally available. Nut retention clip is 302 Stainless Steel or ARMCO 18-2 MN Stainless Steel. Standard nut element is A-286 Stainless Steel with dry film lubrication. Alternatively, cadmium or silver-plated nut available. Optional copper-plated, dry-film lubricated nut available for compatibility with titanium bolts. Optional epoxy primer on bonding surface of baseplate. FEATURES: Thread lock performance and nutplate strength per NASM25027 or ISO5858 and thread form compliant with AS8879 or ISO5855. Non-locking, high-reuse, and copper-plated nut elements optionally available.	0	0		cb6009.jpg	CB6009.pdf	nutplates
ebeb51d4-bdc8-4405-8ab1-0ad40110dc46	1	b310069e-4533-4d66-b880-07fbc6e420fc	954edef4-3913-4a87-8c51-ad6896207ae2	CB6012	Two-Nut Channel Nutplate	Two-element nutplate channel with replaceable clip-retained nut elements. Supplied with integral elastic installation fixtures. Fixtures simplify nutplate installation by providing bondline clamp-up and maintenance of concentricity with the fastener holes, ensuring full availability of nut float and protection of threads from adhesive.	0	0		cb6012.jpg	cb6012.pdf	nutplates
0496eac2-0271-4b6a-809e-36b3e29dce5b	1	6c4d973b-6fe0-49be-b29f-1ea77dad691e	886247a4-ad3b-4e36-8ca6-024743825829	CB4002	Composite-Base Locking-Thread Standoff	Composite standoff permits clamped attachment of systems and provides separation from structure. Metallic locking nut element delivers thread lock and durability. Supplied with disposable installation fixture. 	0	0		cb4002.jpg	CB4002.pdf	studsandstands
0aa42b6d-6dd7-4384-8cb0-4a79a2ca7352	1	6c4d973b-6fe0-49be-b29f-1ea77dad691e	fb529ffa-63fb-4e9c-ae4f-a629ebb86056	CB4000	Composite Base Stud	Composite base stud. Stud permits clamped attachment of systems to structure or securing of enclosures or other modular equipment.	0	0		cb4000.jpg	CB4000.pdf	studsandstands
0adbd8b8-c345-4a43-a8d1-05e18eb3e5b2	1	6c4d973b-6fe0-49be-b29f-1ea77dad691e	fb529ffa-63fb-4e9c-ae4f-a629ebb86056	CS125	Standard (1.25" Dia.) Base	CS125 Stud has a 1.25" diameter base with lengths varying form .25-1.50". Optional baseplate materials include aluminum or composite. Studs are externally threaded for use with such things as securing components or clamping lines and bundles without drilling holes. Stud base when bonded, has incredible holding capabilities.	0	0		cs125.gif	cs125.pdf	studsandstands
43b8db6f-afa1-4388-acb9-a5f67e316628	1	6c4d973b-6fe0-49be-b29f-1ea77dad691e	fb529ffa-63fb-4e9c-ae4f-a629ebb86056	CB3000	Standard Base Stud	CB3000 aerospace grade stud can be ordered with thread sizes ranging from 6/32 to 5/16-24 and lengths from .250" to 2.00". This stud has a 1.25" diameter base with an option to special order a trimmed base to a size of .75".	0	0		cb3000.jpg	CB3000.pdf	studsandstands
4d272746-f649-4ac2-b889-d2a3fa1b8605	1	6c4d973b-6fe0-49be-b29f-1ea77dad691e	886247a4-ad3b-4e36-8ca6-024743825829	CB3001	Standard-Base Locking-Thread Standoff	Standoff permits clamped attachment of systems and provides separation from structure.  **Other sizes maybe available check with the sales department if you don't see a size you need.	0	0		cb3001.jpg	cb3001.pdf	studsandstands
556be060-b68b-4653-aa48-fa3f49aa0859	1	6c4d973b-6fe0-49be-b29f-1ea77dad691e	886247a4-ad3b-4e36-8ca6-024743825829	CN62	Small (5/8" Dia.) Base, Locking Thread	Small base standoffs have a base diameter of .62" and are internally threaded. Thread sizes range from 4/40 up to 10/32 with lengths from .312” to 1.062”.	1	0		cn62.gif	cn62-440 standoff.pdf	studsandstands
5f0ca595-9463-4b7f-83aa-bfab26cd420a	1	6c4d973b-6fe0-49be-b29f-1ea77dad691e	fb529ffa-63fb-4e9c-ae4f-a629ebb86056	CB3200	Extra Large Base Stud (2” Dia.)	Metallic base stud. Stud permits clamped attachment of systems to structure or securing of enclosures or other modular equipment.	0	0		cb3200.jpg	cb3200.pdf	studsandstands
7743c51a-c252-4ce9-925b-82bebd9eddc5	1	6c4d973b-6fe0-49be-b29f-1ea77dad691e	886247a4-ad3b-4e36-8ca6-024743825829	CB4001	Composite-Base Locking-Thread		0	0		cb4001.jpg	cb4001.pdf	studsandstands
824af25a-0205-4ba6-a91d-755f566f045d	1	6c4d973b-6fe0-49be-b29f-1ea77dad691e	886247a4-ad3b-4e36-8ca6-024743825829	CB2001	Medium Base (1” Dia.), Locking Thread	Medium base, Standoff, locking thread	0	0		cb2001.gif	cb2001.pdf	studsandstands
8b250134-c490-44a0-b506-2cafea6e68fb	1	6c4d973b-6fe0-49be-b29f-1ea77dad691e	886247a4-ad3b-4e36-8ca6-024743825829	CN125	Large (1 1/4" Dia.) Base	null	1	0		cn125.gif	cn125.pdf	studsandstands
8b450172-c183-4867-be8a-6cb88c09a5e4	1	6c4d973b-6fe0-49be-b29f-1ea77dad691e	886247a4-ad3b-4e36-8ca6-024743825829	CB5001	Small-Base Locking-Thread Standoff	MATERIALS: Standoff is Aluminum, Anodized Aluminum, 300 Series Stainless Steel, A-286 Stainless Steel, or Titanium. Optional epoxy primer or film primer on bonding surface. FEATURES: Locking thread provided by MS21209 or NAS1130 thread insert.	0	0		cb5001.jpg	CB5001.pdf	studsandstands
9d961dfb-a348-4553-a660-ee67e666e81b	1	6c4d973b-6fe0-49be-b29f-1ea77dad691e	fb529ffa-63fb-4e9c-ae4f-a629ebb86056	CS200	Extra Large (2" Dia.) Base	Large base studs have a 2" diameter base and come in lengths from .375" to 2.50". Bonded studs reduce installation cost, prevent leaks, eliminate corrosion and fatigue and reinforce the attachment areas. Stud base when bonded has incredible holding capabilities see strength data for more information. This stud can be ordered with a composite base material.	0	0		cs200.gif	cs200 - Copy.pdf	studsandstands
a2989bdb-2838-4aee-bb83-65eb89d9e977	1	6c4d973b-6fe0-49be-b29f-1ea77dad691e	fb529ffa-63fb-4e9c-ae4f-a629ebb86056	CB2000	Medium Base (1” Dia.)	Metallic base stud. Stud permits clamped attachment of systems to structure or securing of enclosures or other modular equipment.	0	0		cb2000.gif	cb2000.pdf	studsandstands
ad345bad-efab-4732-8771-99502d11ffe1	1	6c4d973b-6fe0-49be-b29f-1ea77dad691e	fb529ffa-63fb-4e9c-ae4f-a629ebb86056	CS62	Small (5/8" Dia.) Base	Small base studs are especially helpful when mounting very small components. Lengths vary from .25" to 1.5" with a base diameter of .62". This CS62 can be ordered in metric sizes.	0	0		cs62.gif	cs062.pdf	studsandstands
cb26aff6-9e24-479a-90c4-ee243ee924a3	1	6c4d973b-6fe0-49be-b29f-1ea77dad691e	fb529ffa-63fb-4e9c-ae4f-a629ebb86056	CB5000	Small Base Stud	MATERIALS: Stud is Aluminum, Anodized Aluminum, 300 Series Stainless Steel, A-286 CRES Stainless Steel, or Titanium. Optional epoxy primer or film primer on bonding surface.	0	0		cb5000.jpg	CB5000.pdf	studsandstands
d20f3207-c2ba-40c6-8f61-0a1b520da093	1	6c4d973b-6fe0-49be-b29f-1ea77dad691e	886247a4-ad3b-4e36-8ca6-024743825829	CN200	Standoff (2.00" dia) Very Large Base, Locking Thread	null	0	0		cn200.gif	cn200.pdf	studsandstands
e1e5b29e-3b9a-4c07-b863-83dc675ed136	1	6c4d973b-6fe0-49be-b29f-1ea77dad691e	886247a4-ad3b-4e36-8ca6-024743825829	CB3004	Large Base (1 1/4” Dia.), Non-Locking Thread		0	0		cb3004.gif	cb3004.pdf	studsandstands
edce01d0-9beb-47b6-aaad-74eca2e24248	1	6c4d973b-6fe0-49be-b29f-1ea77dad691e	6df7bf54-6750-4f33-a56e-53a051429f89	CB9188	Single Line-Clamp Support (use w any Click Bond stud)	Support provides platform for systems clamps secured to Click Bond stud products, reducing vibrational fatigue. Supports a single clamp installation.	0	0		cb9188.jpg	cb9188.pdf	studsandstands
fc39f27f-68a1-4fa2-acbf-989694ae0c1d	1	6c4d973b-6fe0-49be-b29f-1ea77dad691e	fb529ffa-63fb-4e9c-ae4f-a629ebb86056	CB4017	Large Base (1 1/4” Dia.), Piloted	Composite base stud. Stud permits clamped attachment of systems to structure or securing of enclosures or other modular equipment.	0	0		cb4017.gif	cb4017.pdf	studsandstands
ff326f18-7827-47b0-be79-674f7c5d093c	1	6c4d973b-6fe0-49be-b29f-1ea77dad691e	886247a4-ad3b-4e36-8ca6-024743825829	CB4201	Extra-Large Locking-Thread Standoff	MATERIALS: Baseplate is Carbon/Epoxy or Glass/Epoxy. Standoff is Aluminum, Anodized Aluminum, 300 Series Stainless Steel, A-286 Stainless Steel, or Titanium.  FEATURES: Locking thread provided by MS21209 or NAS1130 thread insert.	0	0		cb4201.jpg	cb4201.pdf	studsandstands
0dce4857-64ee-49c9-a0c8-10bba19cfbdf	1	9314bee1-f4f0-4c17-960d-3eb2481f6c50	0604dcb4-7c56-490a-802a-8b935c07034d	CB609	Axial tensile tester	null	0	0		cb609.gif	cb0609.pdf	tools
21bcab2d-2017-44f7-b47d-220b861e9135	1	9314bee1-f4f0-4c17-960d-3eb2481f6c50	0604dcb4-7c56-490a-802a-8b935c07034d	CB124	Tool, flaring, size 5 sleeve	null	0	0		cb124.gif	cb124.pdf	tools
345af579-40cc-475d-a542-135b332be760	1	9314bee1-f4f0-4c17-960d-3eb2481f6c50	0604dcb4-7c56-490a-802a-8b935c07034d	CB603	Tester, adhesive bond strength	null	0	0		cb603.gif	cb0603.pdf	tools
58c1c87e-91b3-4725-bb2b-e4d020aa71f6	1	9314bee1-f4f0-4c17-960d-3eb2481f6c50	ad8ccc16-8fc5-4f63-8c47-0fce8b1d1998	CB607	Adapter, proof load test		0	0		cb607.gif	cb0607.pdf	tools
61c4a463-bdc9-4abf-a0f0-06afa82ce18d	1	9314bee1-f4f0-4c17-960d-3eb2481f6c50	0604dcb4-7c56-490a-802a-8b935c07034d	CB602	Tester, nutplate pushoff strength	null	0	0		cb602.gif	cb0602.pdf	tools
6a5af1de-0eb0-4e4c-bee1-93467e2f9aed	1	9314bee1-f4f0-4c17-960d-3eb2481f6c50	0604dcb4-7c56-490a-802a-8b935c07034d	CB9032	Plug, hole	null	0	0		cb9032.gif	cb9032.pdf	tools
